gap_id,row_id,image_filename,x_center_px,y_center_px,width_px,height_px,area_px2,area_m2
Gap-1725,Row-4,298.jpg,382.8,321.8,225,396,13781,0.344525
Gap-1726,Row-5,298.jpg,407.8,213.8,206,199,8978,0.22445
Gap-1727,Row-1,299.jpg,77.8,207.6,173,175,6751,0.168775
Gap-1728,Row-2,299.jpg,125.3,289.4,151,239,8096,0.2024
Gap-1729,Row-2,299.jpg,32.3,490.7,59,56,1358,0.03395
Gap-1730,Row-3,299.jpg,248.9,157.7,29,29,550,0.01375
Gap-1731,Row-3,299.jpg,249.2,297.7,33,137,3055,0.076375
Gap-1732,Row-3,299.jpg,251.1,490.8,30,58,834,0.02085
Gap-1733,Row-4,299.jpg,340.9,217.2,127,187,6612,0.1653
Gap-1734,Row-4,299.jpg,430.7,370.3,76,97,2207,0.055175
Gap-1735,Row-5,299.jpg,345.0,145.8,65,82,1370,0.03425
Gap-1736,Row-5,299.jpg,416.7,198.8,89,107,3148,0.0787
Gap-1737,Row-5,299.jpg,486.5,270.5,60,74,2390,0.05975
Gap-1738,Row-1,3.jpg,75.7,164.4,65,45,1278,0.03195
Gap-1739,Row-1,3.jpg,20.4,229.2,50,69,2027,0.050675
Gap-1740,Row-2,3.jpg,110.3,285.5,94,155,5427,0.135675
Gap-1741,Row-3,3.jpg,264.7,317.7,35,150,3661,0.091525
Gap-1742,Row-3,3.jpg,271.2,502.1,30,23,523,0.013075
Gap-1743,Row-4,3.jpg,329.3,167.7,55,80,1514,0.03785
Gap-1744,Row-4,3.jpg,404.1,296.9,107,169,5793,0.144825
Gap-1745,Row-4,3.jpg,489.6,471.4,54,72,2154,0.05385
Gap-1746,Row-5,3.jpg,440.4,183.2,142,145,5493,0.137325
Gap-1747,Row-1,30.jpg,49.2,194.6,120,146,5472,0.1368
Gap-1748,Row-2,30.jpg,130.0,214.8,54,46,1116,0.0279
Gap-1749,Row-2,30.jpg,59.7,385.7,132,257,7056,0.1764
Gap-1750,Row-3,30.jpg,231.3,206.9,33,71,1259,0.031475
Gap-1751,Row-3,30.jpg,237.9,306.3,34,119,2359,0.058975
Gap-1752,Row-3,30.jpg,245.5,456.4,34,120,3190,0.07975
Gap-1753,Row-4,30.jpg,324.6,193.1,106,151,4228,0.1057
Gap-1754,Row-4,30.jpg,401.5,319.8,34,39,710,0.01775
Gap-1755,Row-4,30.jpg,469.3,452.7,91,118,4803,0.120075
Gap-1756,Row-5,30.jpg,364.4,137.0,67,42,1294,0.03235
Gap-1757,Row-5,30.jpg,413.6,203.7,72,68,1203,0.030075
Gap-1758,Row-5,30.jpg,492.4,274.9,35,37,637,0.015925
Gap-1759,Row-1,300.jpg,146.7,151.9,88,84,3013,0.075325
Gap-1760,Row-1,300.jpg,35.7,232.1,51,51,978,0.02445
Gap-1761,Row-2,300.jpg,205.3,151.9,49,84,1926,0.04815
Gap-1762,Row-2,300.jpg,162.8,229.9,61,85,2039,0.050975
Gap-1763,Row-2,300.jpg,62.8,425.1,105,181,7130,0.17825
Gap-1764,Row-3,300.jpg,255.2,137.3,35,54,1096,0.0274
Gap-1765,Row-3,300.jpg,258.8,213.4,32,48,1131,0.028275
Gap-1766,Row-3,300.jpg,266.8,342.6,38,149,3538,0.08845
Gap-1767,Row-4,300.jpg,339.5,174.5,79,116,3572,0.0893
Gap-1768,Row-4,300.jpg,408.4,292.8,88,120,3807,0.095175
Gap-1769,Row-5,300.jpg,436.8,184.4,62,55,1088,0.0272
Gap-1770,Row-5,300.jpg,492.4,239.0,41,62,1316,0.0329
Gap-1771,Row-1,301.jpg,61.6,191.0,117,126,4894,0.12235
Gap-1772,Row-2,301.jpg,160.1,162.4,70,92,2424,0.0606
Gap-1773,Row-2,301.jpg,45.8,384.3,90,157,5134,0.12835
Gap-1774,Row-3,301.jpg,236.6,153.7,29,77,1576,0.0394
Gap-1775,Row-3,301.jpg,236.4,313.1,31,228,6029,0.150725
Gap-1776,Row-4,301.jpg,309.5,170.1,72,83,2405,0.060125
Gap-1777,Row-4,301.jpg,375.5,292.1,98,157,5279,0.131975
Gap-1778,Row-4,301.jpg,432.4,422.8,29,33,533,0.013325
Gap-1779,Row-4,301.jpg,467.8,447.1,29,50,806,0.02015
Gap-1780,Row-5,301.jpg,358.8,148.8,81,67,2097,0.052425
Gap-1781,Row-5,301.jpg,455.4,248.5,113,134,4833,0.120825
Gap-1782,Row-1,302.jpg,66.9,186.0,154,138,6233,0.155825
Gap-1783,Row-2,302.jpg,163.9,177.3,86,135,2929,0.073225
Gap-1784,Row-2,302.jpg,61.4,334.7,108,148,5225,0.130625
Gap-1785,Row-3,302.jpg,244.4,176.3,34,128,2882,0.07205
Gap-1786,Row-3,302.jpg,232.9,400.0,39,226,6532,0.1633
Gap-1787,Row-4,302.jpg,333.4,206.8,104,180,6402,0.16005
Gap-1788,Row-4,302.jpg,443.8,440.6,88,150,5664,0.1416
Gap-1789,Row-5,302.jpg,430.0,209.6,180,188,8772,0.2193
Gap-1790,Row-1,303.jpg,136.0,140.5,59,44,1201,0.030025
Gap-1791,Row-1,303.jpg,78.1,181.2,67,62,1312,0.0328
Gap-1792,Row-1,303.jpg,109.8,188.6,53,48,652,0.0163
Gap-1793,Row-1,303.jpg,37.0,238.3,60,66,1975,0.049375
Gap-1794,Row-2,303.jpg,164.7,186.9,62,114,2641,0.066025
Gap-1795,Row-2,303.jpg,108.5,292.8,50,103,2371,0.059275
Gap-1796,Row-2,303.jpg,17.9,475.4,41,71,1759,0.043975
Gap-1797,Row-3,303.jpg,259.0,163.1,30,97,2316,0.0579
Gap-1798,Row-3,303.jpg,256.1,290.9,30,144,3316,0.0829
Gap-1799,Row-3,303.jpg,258.9,477.4,29,64,991,0.024775
Gap-1800,Row-4,303.jpg,351.5,206.4,106,158,3652,0.0913
Gap-1801,Row-4,303.jpg,339.4,150.5,26,44,520,0.013
Gap-1802,Row-4,303.jpg,452.6,385.0,92,154,5039,0.125975
Gap-1803,Row-5,303.jpg,434.3,209.5,171,179,5629,0.140725
Gap-1804,Row-6,303.jpg,461.5,164.1,120,94,4249,0.106225
Gap-1805,Row-1,304.jpg,94.8,180.4,74,98,2908,0.0727
Gap-1806,Row-2,304.jpg,121.9,322.7,189,396,11706,0.29265
Gap-1807,Row-3,304.jpg,260.5,161.9,32,100,2024,0.0506
Gap-1808,Row-3,304.jpg,266.1,296.6,34,117,2316,0.0579
Gap-1809,Row-3,304.jpg,273.2,446.4,35,143,3285,0.082125
Gap-1810,Row-4,304.jpg,376.6,261.9,162,257,6712,0.1678
Gap-1811,Row-4,304.jpg,478.6,447.3,72,134,4611,0.115275
Gap-1812,Row-5,304.jpg,421.9,195.0,165,180,6665,0.166625
Gap-1813,Row-1,305.jpg,69.8,187.2,152,146,6299,0.157475
Gap-1814,Row-2,305.jpg,122.3,241.3,99,219,5542,0.13855
Gap-1815,Row-2,305.jpg,45.3,386.3,24,66,955,0.023875
Gap-1816,Row-2,305.jpg,8.8,474.8,26,52,807,0.020175
Gap-1817,Row-3,305.jpg,222.0,188.0,37,129,1688,0.0422
Gap-1818,Row-3,305.jpg,245.1,462.4,32,75,1100,0.0275
Gap-1819,Row-4,305.jpg,361.5,285.6,210,317,12226,0.30565
Gap-1820,Row-5,305.jpg,366.2,171.5,138,120,5484,0.1371
Gap-1821,Row-5,305.jpg,466.8,244.4,62,78,1681,0.042025
Gap-1822,Row-1,306.jpg,54.3,171.5,122,115,3815,0.095375
Gap-1823,Row-2,306.jpg,99.5,204.8,98,169,3504,0.0876
Gap-1824,Row-2,306.jpg,147.5,168.4,50,88,965,0.024125
Gap-1825,Row-2,306.jpg,17.6,342.5,42,64,1893,0.047325
Gap-1826,Row-3,306.jpg,189.5,191.2,40,143,3526,0.08815
Gap-1827,Row-3,306.jpg,163.1,445.9,40,144,4065,0.101625
Gap-1828,Row-4,306.jpg,260.6,182.0,63,152,2811,0.070275
Gap-1829,Row-5,306.jpg,360.7,185.7,161,135,4811,0.120275
Gap-1830,Row-1,307.jpg,168.1,160.3,74,102,2288,0.0572
Gap-1831,Row-1,307.jpg,14.8,327.8,36,50,1399,0.034975
Gap-1832,Row-2,307.jpg,222.3,165.0,62,97,2949,0.073725
Gap-1833,Row-2,307.jpg,128.1,343.9,134,231,7610,0.19025
Gap-1834,Row-2,307.jpg,49.4,480.6,19,57,565,0.014125
Gap-1835,Row-3,307.jpg,287.5,239.9,37,225,4705,0.117625
Gap-1836,Row-3,307.jpg,294.8,404.8,33,98,2325,0.058125
Gap-1837,Row-4,307.jpg,405.4,285.4,198,323,11073,0.276825
Gap-1838,Row-5,307.jpg,446.4,214.3,165,172,5884,0.1471
Gap-1839,Row-1,308.jpg,72.2,187.8,154,149,6625,0.165625
Gap-1840,Row-2,308.jpg,168.3,166.7,69,112,3207,0.080175
Gap-1841,Row-2,308.jpg,136.9,233.6,40,46,744,0.0186
Gap-1842,Row-2,308.jpg,109.8,302.3,64,67,1315,0.032875
Gap-1843,Row-2,308.jpg,49.3,426.6,106,173,5194,0.12985
Gap-1844,Row-3,308.jpg,234.4,157.9,29,97,2425,0.060625
Gap-1845,Row-3,308.jpg,226.9,218.8,20,39,513,0.012825
Gap-1846,Row-3,308.jpg,235.1,384.2,29,267,7376,0.1844
Gap-1847,Row-4,308.jpg,387.1,294.1,226,354,12834,0.32085
Gap-1848,Row-5,308.jpg,423.8,218.1,204,189,8356,0.2089
Gap-1849,Row-6,308.jpg,439.1,171.4,160,114,6430,0.16075
Gap-1850,Row-1,309.jpg,104.5,216.3,216,204,9620,0.2405
Gap-1851,Row-2,309.jpg,223.8,160.3,61,107,2837,0.070925
Gap-1852,Row-2,309.jpg,170.7,274.5,81,144,4451,0.111275
Gap-1853,Row-2,309.jpg,82.8,466.4,61,96,3471,0.086775
Gap-1854,Row-3,309.jpg,283.6,180.0,33,50,1104,0.0276
Gap-1855,Row-3,309.jpg,287.1,291.2,35,144,3546,0.08865
Gap-1856,Row-3,309.jpg,293.1,439.3,32,137,2782,0.06955
Gap-1857,Row-4,309.jpg,367.0,193.7,124,159,4748,0.1187
Gap-1858,Row-4,309.jpg,443.9,307.9,75,96,2463,0.061575
Gap-1859,Row-5,309.jpg,415.5,179.1,131,137,4836,0.1209
Gap-1860,Row-5,309.jpg,494.1,258.4,32,31,553,0.013825
Gap-1861,Row-1,31.jpg,89.9,127.4,31,27,578,0.01445
Gap-1862,Row-1,31.jpg,27.0,194.1,32,47,674,0.01685
Gap-1863,Row-2,31.jpg,167.9,171.9,66,72,2221,0.055525
Gap-1864,Row-2,31.jpg,73.5,375.1,114,246,8280,0.207
Gap-1865,Row-3,31.jpg,261.4,157.2,31,54,1265,0.031625
Gap-1866,Row-3,31.jpg,265.3,351.1,34,187,5050,0.12625
Gap-1867,Row-4,31.jpg,343.7,155.2,52,67,1766,0.04415
Gap-1868,Row-4,31.jpg,465.4,390.2,62,126,3393,0.084825
Gap-1869,Row-5,31.jpg,449.1,195.4,60,76,2023,0.050575
Gap-1870,Row-5,31.jpg,497.0,238.6,34,50,1064,0.0266
Gap-1871,Row-1,310.jpg,62.5,204.6,140,176,7397,0.184925
Gap-1872,Row-2,310.jpg,170.5,157.3,54,81,1758,0.04395
Gap-1873,Row-2,310.jpg,127.4,249.6,77,110,3364,0.0841
Gap-1874,Row-2,310.jpg,54.0,405.7,115,192,6904,0.1726
Gap-1875,Row-3,310.jpg,250.8,200.9,29,176,4425,0.110625
Gap-1876,Row-3,310.jpg,249.9,381.4,29,78,1411,0.035275
Gap-1877,Row-4,310.jpg,324.7,149.5,53,73,1985,0.049625
Gap-1878,Row-4,310.jpg,352.9,217.5,51,89,2240,0.056
Gap-1879,Row-4,310.jpg,425.7,365.4,125,238,8013,0.200325
Gap-1880,Row-5,310.jpg,388.8,134.7,47,48,1266,0.03165
Gap-1881,Row-5,310.jpg,471.2,213.6,88,115,4142,0.10355
Gap-1882,Row-1,311.jpg,74.1,191.9,158,159,8011,0.200275
Gap-1883,Row-2,311.jpg,108.2,318.5,224,396,15212,0.3803
Gap-1884,Row-3,311.jpg,278.2,156.2,33,92,1846,0.04615
Gap-1885,Row-3,311.jpg,281.5,248.7,32,73,1130,0.02825
Gap-1886,Row-3,311.jpg,283.4,332.1,34,121,2735,0.068375
Gap-1887,Row-3,311.jpg,288.8,463.7,32,115,2061,0.051525
Gap-1888,Row-4,311.jpg,344.9,160.7,64,97,2726,0.06815
Gap-1889,Row-4,311.jpg,435.3,351.6,150,268,10076,0.2519
Gap-1890,Row-5,311.jpg,447.5,184.5,137,139,6555,0.163875
Gap-1891,Row-1,312.jpg,81.0,214.9,176,196,9235,0.230875
Gap-1892,Row-2,312.jpg,112.1,322.6,215,396,13198,0.32995
Gap-1893,Row-3,312.jpg,288.5,317.6,65,389,9681,0.242025
Gap-1894,Row-4,312.jpg,413.1,278.9,206,320,11978,0.29945
Gap-1895,Row-5,312.jpg,441.7,177.3,146,130,7080,0.177
Gap-1896,Row-1,313.jpg,70.1,196.2,157,157,7432,0.1858
Gap-1897,Row-2,313.jpg,109.3,309.7,213,386,14787,0.369675
Gap-1898,Row-3,313.jpg,263.3,184.0,30,157,3461,0.086525
Gap-1899,Row-3,313.jpg,265.5,343.7,30,108,2429,0.060725
Gap-1900,Row-3,313.jpg,267.2,450.6,29,93,2264,0.0566
Gap-1901,Row-4,313.jpg,346.3,185.2,89,141,4981,0.124525
Gap-1902,Row-4,313.jpg,397.4,276.7,33,46,787,0.019675
Gap-1903,Row-4,313.jpg,415.4,329.6,58,66,2028,0.0507
Gap-1904,Row-4,313.jpg,462.0,431.1,78,122,3947,0.098675
Gap-1905,Row-5,313.jpg,441.6,195.6,147,164,7790,0.19475
Gap-1906,Row-1,314.jpg,69.0,200.8,148,173,8092,0.2023
Gap-1907,Row-2,314.jpg,153.5,172.8,74,127,3722,0.09305
Gap-1908,Row-2,314.jpg,54.8,401.6,117,234,8502,0.21255
Gap-1909,Row-3,314.jpg,240.1,177.2,37,120,2145,0.053625
Gap-1910,Row-3,314.jpg,255.2,348.4,36,215,4451,0.111275
Gap-1911,Row-3,314.jpg,268.9,483.7,30,49,669,0.016725
Gap-1912,Row-4,314.jpg,307.3,139.5,56,50,1809,0.045225
Gap-1913,Row-4,314.jpg,350.0,214.4,53,75,1907,0.047675
Gap-1914,Row-4,314.jpg,443.0,370.8,142,206,8133,0.203325
Gap-1915,Row-5,314.jpg,433.6,184.2,161,138,7459,0.186475
Gap-1916,Row-1,315.jpg,78.0,197.4,161,167,8571,0.214275
Gap-1917,Row-2,315.jpg,121.6,322.3,196,396,14140,0.3535
Gap-1918,Row-3,315.jpg,278.1,194.3,40,162,4239,0.105975
Gap-1919,Row-3,315.jpg,291.9,399.1,45,228,6497,0.162425
Gap-1920,Row-4,315.jpg,338.4,133.0,41,44,1164,0.0291
Gap-1921,Row-4,315.jpg,367.2,186.7,54,86,2219,0.055475
Gap-1922,Row-4,315.jpg,458.3,342.3,112,188,7024,0.1756
Gap-1923,Row-5,315.jpg,452.3,171.9,125,118,6110,0.15275
Gap-1924,Row-1,316.jpg,53.8,169.3,112,111,5609,0.140225
Gap-1925,Row-2,316.jpg,83.9,287.0,181,343,13030,0.32575
Gap-1926,Row-3,316.jpg,248.4,177.7,31,145,3060,0.0765
Gap-1927,Row-3,316.jpg,255.4,435.1,31,184,4331,0.108275
Gap-1928,Row-4,316.jpg,353.5,191.3,116,170,5656,0.1414
Gap-1929,Row-4,316.jpg,462.8,389.0,96,160,5933,0.148325
Gap-1930,Row-5,316.jpg,450.9,174.3,129,122,6292,0.1573
Gap-1931,Row-1,317.jpg,64.9,181.1,136,137,7049,0.176225
Gap-1932,Row-2,317.jpg,111.4,316.4,189,396,15130,0.37825
Gap-1933,Row-3,317.jpg,253.9,232.3,31,252,6112,0.1528
Gap-1934,Row-3,317.jpg,250.3,436.7,30,146,3359,0.083975
Gap-1935,Row-4,317.jpg,405.9,292.2,200,355,13703,0.342575
Gap-1936,Row-5,317.jpg,437.3,199.4,154,168,7845,0.196125
Gap-1937,Row-1,318.jpg,82.0,205.8,168,183,9220,0.2305
Gap-1938,Row-2,318.jpg,110.4,315.6,213,396,15681,0.392025
Gap-1939,Row-3,318.jpg,269.1,194.1,34,171,4069,0.101725
Gap-1940,Row-3,318.jpg,275.4,330.5,31,68,1514,0.03785
Gap-1941,Row-3,318.jpg,281.1,454.4,31,134,2574,0.06435
Gap-1942,Row-4,318.jpg,424.0,304.7,201,354,12475,0.311875
Gap-1943,Row-5,318.jpg,446.8,183.2,136,137,6807,0.170175
Gap-1944,Row-1,319.jpg,65.8,193.0,139,164,7815,0.195375
Gap-1945,Row-2,319.jpg,95.4,311.1,197,391,14776,0.3694
Gap-1946,Row-3,319.jpg,259.0,203.1,33,180,4347,0.108675
Gap-1947,Row-3,319.jpg,264.0,424.6,34,196,4944,0.1236
Gap-1948,Row-4,319.jpg,361.8,193.1,73,131,3191,0.079775
Gap-1949,Row-4,319.jpg,417.1,278.0,35,34,690,0.01725
Gap-1950,Row-4,319.jpg,466.2,383.3,92,172,5616,0.1404
Gap-1951,Row-5,319.jpg,449.7,174.8,128,126,5890,0.14725
Gap-1952,Row-1,32.jpg,70.2,180.5,139,93,3355,0.083875
Gap-1953,Row-1,32.jpg,27.0,238.6,53,42,900,0.0225
Gap-1954,Row-2,32.jpg,118.2,280.7,67,127,3151,0.078775
Gap-1955,Row-2,32.jpg,43.7,405.2,36,66,1155,0.028875
Gap-1956,Row-2,32.jpg,70.5,399.5,24,50,514,0.01285
Gap-1957,Row-3,32.jpg,241.0,162.8,30,58,1377,0.034425
Gap-1958,Row-3,32.jpg,242.7,315.9,31,102,2047,0.051175
Gap-1959,Row-4,32.jpg,300.4,161.0,48,88,1129,0.028225
Gap-1960,Row-4,32.jpg,466.8,430.4,96,162,6254,0.15635
Gap-1961,Row-5,32.jpg,360.5,161.3,80,91,1264,0.0316
Gap-1962,Row-5,32.jpg,428.9,192.4,65,52,1128,0.0282
Gap-1963,Row-5,32.jpg,460.9,249.9,36,31,623,0.015575
Gap-1964,Row-1,320.jpg,80.6,203.5,165,180,8998,0.22495
Gap-1965,Row-2,320.jpg,181.0,210.0,94,189,6875,0.171875
Gap-1966,Row-2,320.jpg,104.0,410.2,86,202,6120,0.153
Gap-1967,Row-3,320.jpg,291.1,221.0,55,220,5956,0.1489
Gap-1968,Row-3,320.jpg,311.8,382.0,42,81,1926,0.04815
Gap-1969,Row-4,320.jpg,428.3,225.5,171,227,9586,0.23965
Gap-1970,Row-5,320.jpg,474.1,144.0,78,60,3178,0.07945
Gap-1971,Row-1,321.jpg,62.5,183.9,132,144,7097,0.177425
Gap-1972,Row-2,321.jpg,102.3,311.5,185,394,15469,0.386725
Gap-1973,Row-3,321.jpg,250.1,300.1,53,384,10501,0.262525
Gap-1974,Row-4,321.jpg,402.5,271.9,223,318,14591,0.364775
Gap-1975,Row-5,321.jpg,444.9,167.6,140,112,6473,0.161825
Gap-1976,Row-1,322.jpg,64.7,179.8,136,135,6991,0.174775
Gap-1977,Row-2,322.jpg,93.5,315.4,200,396,15017,0.375425
Gap-1978,Row-3,322.jpg,245.0,209.1,32,182,3687,0.092175
Gap-1979,Row-3,322.jpg,250.0,410.6,33,201,4921,0.123025
Gap-1980,Row-4,322.jpg,402.3,278.8,210,321,13447,0.336175
Gap-1981,Row-5,322.jpg,444.0,174.2,142,123,6747,0.168675
Gap-1982,Row-1,323.jpg,69.2,186.1,145,148,7614,0.19035
Gap-1983,Row-2,323.jpg,125.9,318.1,189,396,14955,0.373875
Gap-1984,Row-3,323.jpg,279.0,157.7,39,103,2200,0.055
Gap-1985,Row-3,323.jpg,291.3,279.7,37,79,1858,0.04645
Gap-1986,Row-3,323.jpg,307.1,429.2,47,170,5155,0.128875
Gap-1987,Row-4,323.jpg,366.6,144.4,53,66,2164,0.0541
Gap-1988,Row-4,323.jpg,448.5,274.7,139,228,8788,0.2197
Gap-1989,Row-5,323.jpg,479.0,144.3,70,63,2981,0.074525
Gap-1990,Row-1,324.jpg,68.8,187.8,141,147,7480,0.187
Gap-1991,Row-2,324.jpg,180.4,163.0,66,105,3059,0.076475
Gap-1992,Row-2,324.jpg,134.3,272.8,67,100,2952,0.0738
Gap-1993,Row-2,324.jpg,78.8,405.5,79,139,4567,0.114175
Gap-1994,Row-3,324.jpg,254.9,140.6,30,67,1087,0.027175
Gap-1995,Row-3,324.jpg,271.6,222.2,40,71,1996,0.0499
Gap-1996,Row-3,324.jpg,286.7,346.7,38,82,1247,0.031175
Gap-1997,Row-3,324.jpg,307.7,456.1,27,94,1317,0.032925
Gap-1998,Row-4,324.jpg,354.2,155.0,88,82,3074,0.07685
Gap-1999,Row-4,324.jpg,449.9,283.7,148,182,7368,0.1842
Gap-2000,Row-5,324.jpg,453.4,160.3,124,92,5137,0.128425
Gap-2001,Row-1,325.jpg,69.1,195.2,143,164,7988,0.1997
Gap-2002,Row-2,325.jpg,125.2,314.8,170,396,14751,0.368775
Gap-2003,Row-3,325.jpg,257.1,132.9,34,40,705,0.017625
Gap-2004,Row-3,325.jpg,265.0,188.2,33,47,830,0.02075
Gap-2005,Row-3,325.jpg,281.5,303.7,36,70,1610,0.04025
Gap-2006,Row-3,325.jpg,300.5,369.2,23,70,830,0.02075
Gap-2007,Row-3,325.jpg,313.5,470.8,35,91,1668,0.0417
Gap-2008,Row-4,325.jpg,305.7,135.4,22,39,551,0.013775
Gap-2009,Row-4,325.jpg,331.4,133.8,33,36,633,0.015825
Gap-2010,Row-4,325.jpg,368.1,207.6,69,105,2915,0.072875
Gap-2011,Row-4,325.jpg,457.8,335.4,119,164,6558,0.16395
Gap-2012,Row-5,325.jpg,438.3,175.4,156,125,6961,0.174025
Gap-2013,Row-1,326.jpg,61.1,173.0,127,118,6253,0.156325
Gap-2014,Row-2,326.jpg,95.4,318.9,195,396,15204,0.3801
Gap-2015,Row-3,326.jpg,233.7,156.7,14,74,698,0.01745
Gap-2016,Row-3,326.jpg,248.6,243.0,29,89,1188,0.0297
Gap-2017,Row-3,326.jpg,244.6,335.5,30,60,1032,0.0258
Gap-2018,Row-3,326.jpg,246.0,480.3,30,68,1783,0.044575
Gap-2019,Row-4,326.jpg,407.2,268.9,212,306,11963,0.299075
Gap-2020,Row-5,326.jpg,440.8,176.2,150,125,6824,0.1706
Gap-2021,Row-1,327.jpg,88.5,210.8,183,195,9654,0.24135
Gap-2022,Row-2,327.jpg,211.7,142.5,51,57,1768,0.0442
Gap-2023,Row-2,327.jpg,185.1,211.3,45,75,1899,0.047475
Gap-2024,Row-2,327.jpg,112.2,388.0,124,249,8471,0.211775
Gap-2025,Row-3,327.jpg,271.3,130.3,29,34,749,0.018725
Gap-2026,Row-3,327.jpg,272.4,217.1,31,102,1705,0.042625
Gap-2027,Row-3,327.jpg,274.5,362.6,32,174,3774,0.09435
Gap-2028,Row-4,327.jpg,418.6,271.4,199,309,12868,0.3217
Gap-2029,Row-5,327.jpg,447.9,173.3,140,118,6241,0.156025
Gap-2030,Row-1,328.jpg,83.3,218.4,175,209,9771,0.244275
Gap-2031,Row-2,328.jpg,181.9,195.4,83,178,5123,0.128075
Gap-2032,Row-2,328.jpg,93.5,403.4,103,201,6903,0.172575
Gap-2033,Row-3,328.jpg,272.1,200.4,41,179,3132,0.0783
Gap-2034,Row-3,328.jpg,286.6,439.8,37,165,4033,0.100825
Gap-2035,Row-4,328.jpg,363.5,191.6,101,161,5366,0.13415
Gap-2036,Row-4,328.jpg,460.4,369.4,113,213,7351,0.183775
Gap-2037,Row-5,328.jpg,447.9,172.4,135,122,6375,0.159375
Gap-2038,Row-1,329.jpg,57.7,208.7,125,192,7427,0.185675
Gap-2039,Row-2,329.jpg,176.0,175.8,49,131,3926,0.09815
Gap-2040,Row-2,329.jpg,136.9,373.9,78,281,7718,0.19295
Gap-2041,Row-3,329.jpg,274.0,136.0,37,49,979,0.024475
Gap-2042,Row-3,329.jpg,299.8,207.0,31,44,663,0.016575
Gap-2043,Row-3,329.jpg,349.2,321.5,91,187,5616,0.1404
Gap-2044,Row-3,329.jpg,408.0,463.7,57,112,2653,0.066325
Gap-2045,Row-4,329.jpg,424.3,225.9,188,212,8232,0.2058
Gap-2046,Row-5,329.jpg,452.9,163.0,123,100,5293,0.132325
Gap-2047,Row-1,33.jpg,45.5,184.4,105,127,4470,0.11175
Gap-2048,Row-2,33.jpg,120.8,198.3,52,67,1724,0.0431
Gap-2049,Row-2,33.jpg,54.6,368.9,126,267,9525,0.238125
Gap-2050,Row-3,33.jpg,219.9,314.0,32,115,2034,0.05085
Gap-2051,Row-4,33.jpg,312.7,158.4,50,61,1188,0.0297
Gap-2052,Row-4,33.jpg,401.2,329.1,88,144,4221,0.105525
Gap-2053,Row-4,33.jpg,489.2,482.4,48,63,2111,0.052775
Gap-2054,Row-5,33.jpg,394.0,184.6,125,106,3803,0.095075
Gap-2055,Row-5,33.jpg,475.1,260.3,76,92,3761,0.094025
Gap-2056,Row-1,330.jpg,40.4,145.9,84,66,3357,0.083925
Gap-2057,Row-2,330.jpg,83.7,318.3,183,327,9972,0.2493
Gap-2058,Row-2,330.jpg,127.2,199.6,24,40,503,0.012575
Gap-2059,Row-3,330.jpg,231.1,132.9,27,42,604,0.0151
Gap-2060,Row-3,330.jpg,227.6,249.5,32,108,1802,0.04505
Gap-2061,Row-3,330.jpg,223.2,424.1,38,192,5110,0.12775
Gap-2062,Row-4,330.jpg,329.3,206.7,99,171,6109,0.152725
Gap-2063,Row-4,330.jpg,386.0,333.2,56,59,1779,0.044475
Gap-2064,Row-4,330.jpg,421.4,418.7,75,106,2345,0.058625
Gap-2065,Row-4,330.jpg,456.5,489.4,44,51,1542,0.03855
Gap-2066,Row-5,330.jpg,401.3,153.5,33,35,550,0.01375
Gap-2067,Row-5,330.jpg,470.0,225.7,81,94,2894,0.07235
Gap-2068,Row-1,331.jpg,63.7,163.6,131,99,5787,0.144675
Gap-2069,Row-2,331.jpg,207.6,137.7,45,42,944,0.0236
Gap-2070,Row-2,331.jpg,57.7,394.7,24,45,611,0.015275
Gap-2071,Row-2,331.jpg,38.6,451.9,43,64,1485,0.037125
Gap-2072,Row-3,331.jpg,278.6,135.6,29,43,715,0.017875
Gap-2073,Row-3,331.jpg,271.7,296.4,34,262,5653,0.141325
Gap-2074,Row-4,331.jpg,369.0,177.0,94,140,3277,0.081925
Gap-2075,Row-4,331.jpg,463.2,366.1,102,172,4901,0.122525
Gap-2076,Row-5,331.jpg,414.0,142.7,57,58,1753,0.043825
Gap-2077,Row-5,331.jpg,452.0,190.9,43,30,570,0.01425
Gap-2078,Row-5,331.jpg,490.2,213.4,43,52,1307,0.032675
Gap-2079,Row-1,332.jpg,66.0,170.7,138,115,6526,0.16315
Gap-2080,Row-2,332.jpg,190.8,163.6,75,107,2724,0.0681
Gap-2081,Row-2,332.jpg,98.8,354.1,119,262,6230,0.15575
Gap-2082,Row-3,332.jpg,272.5,213.1,36,200,4066,0.10165
Gap-2083,Row-3,332.jpg,280.7,343.0,31,45,587,0.014675
Gap-2084,Row-4,332.jpg,425.5,286.5,189,329,11233,0.280825
Gap-2085,Row-5,332.jpg,397.6,126.6,33,27,632,0.0158
Gap-2086,Row-5,332.jpg,472.7,191.7,92,81,3516,0.0879
Gap-2087,Row-1,333.jpg,41.0,150.6,87,79,3773,0.094325
Gap-2088,Row-2,333.jpg,83.9,310.6,187,379,12103,0.302575
Gap-2089,Row-3,333.jpg,230.8,140.9,32,53,1246,0.03115
Gap-2090,Row-3,333.jpg,246.5,352.3,49,330,8244,0.2061
Gap-2091,Row-4,333.jpg,408.2,308.1,228,360,13066,0.32665
Gap-2092,Row-5,333.jpg,376.1,135.0,54,40,1256,0.0314
